Products,Markets,Months,value
ST900,Japan,Feb-08,0
ST900,Japan,Mar-08,0
ST900,Japan,Apr-08,0
ST900,Japan,May-08,0
ST900,Japan,Jun-08,0
ST900,Japan,Jul-08,0
ST900,Japan,Aug-08,0
ST900,Japan,Sep-08,0
ST900,Japan,Oct-08,0
ST900,Japan,Nov-08,0
ST900,Japan,Dec-08,0
ST1200,US,Jan-07,23
ST1200,US,Feb-07,6
ST1200,US,Mar-07,1
ST1200,US,Apr-07,0
ST1200,US,May-07,0
ST1200,US,Jun-07,0
ST1200,US,Jul-07,0
ST1200,US,Aug-07,0
ST1200,US,Sep-07,0
ST1200,US,Oct-07,0
ST1200,US,Nov-07,0
ST1200,US,Dec-07,0
ST1200,US,Jan-08,0
ST1200,US,Feb-08,0
ST1200,US,Mar-08,0
ST1200,US,Apr-08,0
ST1200,US,May-08,0
ST1200,US,Jun-08,0
ST1200,US,Jul-08,0
ST1200,US,Aug-08,0
ST1200,US,Sep-08,0
ST1200,US,Oct-08,0
ST1200,US,Nov-08,0
ST1200,US,Dec-08,0
ST1200,Canada,Jan-07,5
ST1200,Canada,Feb-07,2
ST1200,Canada,Mar-07,0
ST1200,Canada,Apr-07,0
ST1200,Canada,May-07,0
ST1200,Canada,Jun-07,0
ST1200,Canada,Jul-07,0
ST1200,Canada,Aug-07,0
ST1200,Canada,Sep-07,0
ST1200,Canada,Oct-07,0
ST1200,Canada,Nov-07,0
ST1200,Canada,Dec-07,0
ST1200,Canada,Jan-08,0
ST1200,Canada,Feb-08,0
ST1200,Canada,Mar-08,0
ST1200,Canada,Apr-08,0
ST1200,Canada,May-08,0
ST1200,Canada,Jun-08,0
ST1200,Canada,Jul-08,0
ST1200,Canada,Aug-08,0
ST1200,Canada,Sep-08,0
ST1200,Canada,Oct-08,0
ST1200,Canada,Nov-08,0
ST1200,Canada,Dec-08,0
ST1200,Brazil,Jan-07,23
ST1200,Brazil,Feb-07,6
ST1200,Brazil,Mar-07,1
ST1200,Brazil,Apr-07,0
ST1200,Brazil,May-07,0
ST1200,Brazil,Jun-07,0
ST1200,Brazil,Jul-07,0
ST1200,Brazil,Aug-07,0
ST1200,Brazil,Sep-07,0
ST1200,Brazil,Oct-07,0
ST1200,Brazil,Nov-07,0
ST1200,Brazil,Dec-07,0
ST1200,Brazil,Jan-08,0
ST1200,Brazil,Feb-08,0
ST1200,Brazil,Mar-08,0
ST1200,Brazil,Apr-08,0
ST1200,Brazil,May-08,0
ST1200,Brazil,Jun-08,0
ST1200,Brazil,Jul-08,0
ST1200,Brazil,Aug-08,0
ST1200,Brazil,Sep-08,0
ST1200,Brazil,Oct-08,0
ST1200,Brazil,Nov-08,0
ST1200,Brazil,Dec-08,0
ST1200,Argentina,Jan-07,34
ST1200,Argentina,Feb-07,9
ST1200,Argentina,Mar-07,2
ST1200,Argentina,Apr-07,0
ST1200,Argentina,May-07,0
ST1200,Argentina,Jun-07,0
ST1200,Argentina,Jul-07,0
ST1200,Argentina,Aug-07,0
ST1200,Argentina,Sep-07,0
ST1200,Argentina,Oct-07,0
ST1200,Argentina,Nov-07,0
ST1200,Argentina,Dec-07,0
ST1200,Argentina,Jan-08,0
ST1200,Argentina,Feb-08,0
ST1200,Argentina,Mar-08,0
ST1200,Argentina,Apr-08,0
ST1200,Argentina,May-08,0
ST1200,Argentina,Jun-08,0
ST1200,Argentina,Jul-08,0
ST1200,Argentina,Aug-08,0
ST1200,Argentina,Sep-08,0
ST1200,Argentina,Oct-08,0
ST1200,Argentina,Nov-08,0
ST1200,Argentina,Dec-08,0
ST1200,UK,Jan-07,37
ST1200,UK,Feb-07,10
ST1200,UK,Mar-07,2
ST1200,UK,Apr-07,0
ST1200,UK,May-07,0
ST1200,UK,Jun-07,0
ST1200,UK,Jul-07,0
ST1200,UK,Aug-07,0
ST1200,UK,Sep-07,0
ST1200,UK,Oct-07,0
ST1200,UK,Nov-07,0
ST1200,UK,Dec-07,0
ST1200,UK,Jan-08,0
ST1200,UK,Feb-08,0
ST1200,UK,Mar-08,0
ST1200,UK,Apr-08,0
ST1200,UK,May-08,0
ST1200,UK,Jun-08,0
ST1200,UK,Jul-08,0
ST1200,UK,Aug-08,0
ST1200,UK,Sep-08,0
ST1200,UK,Oct-08,0
ST1200,UK,Nov-08,0
ST1200,UK,Dec-08,0
ST1200,France,Jan-07,32
ST1200,France,Feb-07,8
ST1200,France,Mar-07,2
ST1200,France,Apr-07,0
ST1200,France,May-07,0
ST1200,France,Jun-07,0
ST1200,France,Jul-07,0
ST1200,France,Aug-07,0
ST1200,France,Sep-07,0
ST1200,France,Oct-07,0
ST1200,France,Nov-07,0
ST1200,France,Dec-07,0
ST1200,France,Jan-08,0
ST1200,France,Feb-08,0
ST1200,France,Mar-08,0
ST1200,France,Apr-08,0
ST1200,France,May-08,0
ST1200,France,Jun-08,0
ST1200,France,Jul-08,0
ST1200,France,Aug-08,0
ST1200,France,Sep-08,0
ST1200,France,Oct-08,0
ST1200,France,Nov-08,0
ST1200,France,Dec-08,0
ST1200,Germany,Jan-07,11
ST1200,Germany,Feb-07,2
ST1200,Germany,Mar-07,0
ST1200,Germany,Apr-07,0
ST1200,Germany,May-07,0
ST1200,Germany,Jun-07,0
ST1200,Germany,Jul-07,0
ST1200,Germany,Aug-07,0
ST1200,Germany,Sep-07,0
ST1200,Germany,Oct-07,0
ST1200,Germany,Nov-07,0
ST1200,Germany,Dec-07,0
ST1200,Germany,Jan-08,0
ST1200,Germany,Feb-08,0
ST1200,Germany,Mar-08,0
ST1200,Germany,Apr-08,0
ST1200,Germany,May-08,0
ST1200,Germany,Jun-08,0
ST1200,Germany,Jul-08,0
ST1200,Germany,Aug-08,0
ST1200,Germany,Sep-08,0
ST1200,Germany,Oct-08,0
ST1200,Germany,Nov-08,0
ST1200,Germany,Dec-08,0
ST1200,Spain,Jan-07,38
ST1200,Spain,Feb-07,9
ST1200,Spain,Mar-07,2
ST1200,Spain,Apr-07,0
ST1200,Spain,May-07,0
ST1200,Spain,Jun-07,0
ST1200,Spain,Jul-07,0
ST1200,Spain,Aug-07,0
ST1200,Spain,Sep-07,0
ST1200,Spain,Oct-07,0
ST1200,Spain,Nov-07,0
ST1200,Spain,Dec-07,0
ST1200,Spain,Jan-08,0
ST1200,Spain,Feb-08,0
ST1200,Spain,Mar-08,0
ST1200,Spain,Apr-08,0
ST1200,Spain,May-08,0
ST1200,Spain,Jun-08,0
ST1200,Spain,Jul-08,0
ST1200,Spain,Aug-08,0
ST1200,Spain,Sep-08,0
ST1200,Spain,Oct-08,0
ST1200,Spain,Nov-08,0
ST1200,Spain,Dec-08,0
ST1200,Italy,Jan-07,27
ST1200,Italy,Feb-07,7
ST1200,Italy,Mar-07,1
ST1200,Italy,Apr-07,0
ST1200,Italy,May-07,0
ST1200,Italy,Jun-07,0
ST1200,Italy,Jul-07,0
ST1200,Italy,Aug-07,0
ST1200,Italy,Sep-07,0
ST1200,Italy,Oct-07,0
ST1200,Italy,Nov-07,0
ST1200,Italy,Dec-07,0
ST1200,Italy,Jan-08,0
ST1200,Italy,Feb-08,0
ST1200,Italy,Mar-08,0
ST1200,Italy,Apr-08,0
ST1200,Italy,May-08,0
ST1200,Italy,Jun-08,0
ST1200,Italy,Jul-08,0
ST1200,Italy,Aug-08,0
ST1200,Italy,Sep-08,0
ST1200,Italy,Oct-08,0
ST1200,Italy,Nov-08,0
ST1200,Italy,Dec-08,0
ST1200,China,Jan-07,40
ST1200,China,Feb-07,10
ST1200,China,Mar-07,2
ST1200,China,Apr-07,0
ST1200,China,May-07,0
ST1200,China,Jun-07,0
ST1200,China,Jul-07,0
ST1200,China,Aug-07,0
ST1200,China,Sep-07,0
ST1200,China,Oct-07,0
ST1200,China,Nov-07,0
ST1200,China,Dec-07,0
ST1200,China,Jan-08,0
ST1200,China,Feb-08,0
ST1200,China,Mar-08,0
ST1200,China,Apr-08,0
ST1200,China,May-08,0
ST1200,China,Jun-08,0
ST1200,China,Jul-08,0
ST1200,China,Aug-08,0
ST1200,China,Sep-08,0
ST1200,China,Oct-08,0
ST1200,China,Nov-08,0
ST1200,China,Dec-08,0
ST1200,Japan,Jan-07,39
ST1200,Japan,Feb-07,10
ST1200,Japan,Mar-07,2
ST1200,Japan,Apr-07,0
ST1200,Japan,May-07,0
ST1200,Japan,Jun-07,0
ST1200,Japan,Jul-07,0
ST1200,Japan,Aug-07,0
ST1200,Japan,Sep-07,0
ST1200,Japan,Oct-07,0
ST1200,Japan,Nov-07,0
ST1200,Japan,Dec-07,0
ST1200,Japan,Jan-08,0
ST1200,Japan,Feb-08,0
ST1200,Japan,Mar-08,0
ST1200,Japan,Apr-08,0
ST1200,Japan,May-08,0
ST1200,Japan,Jun-08,0
ST1200,Japan,Jul-08,0
ST1200,Japan,Aug-08,0
ST1200,Japan,Sep-08,0
ST1200,Japan,Oct-08,0
ST1200,Japan,Nov-08,0
ST1200,Japan,Dec-08,0
ST1200R,US,Jan-07,30
ST1200R,US,Feb-07,7
ST1200R,US,Mar-07,2
ST1200R,US,Apr-07,0
ST1200R,US,May-07,0
ST1200R,US,Jun-07,0
ST1200R,US,Jul-07,0
ST1200R,US,Aug-07,0
ST1200R,US,Sep-07,0
ST1200R,US,Oct-07,0
ST1200R,US,Nov-07,0
ST1200R,US,Dec-07,0
ST1200R,US,Jan-08,0
ST1200R,US,Feb-08,0
ST1200R,US,Mar-08,0
ST1200R,US,Apr-08,0
ST1200R,US,May-08,0
ST1200R,US,Jun-08,0
ST1200R,US,Jul-08,0
ST1200R,US,Aug-08,0
ST1200R,US,Sep-08,0
ST1200R,US,Oct-08,0
ST1200R,US,Nov-08,0
ST1200R,US,Dec-08,0
ST1200R,Canada,Jan-07,27
ST1200R,Canada,Feb-07,8
ST1200R,Canada,Mar-07,2
ST1200R,Canada,Apr-07,0
ST1200R,Canada,May-07,0
ST1200R,Canada,Jun-07,0
ST1200R,Canada,Jul-07,0
ST1200R,Canada,Aug-07,0
ST1200R,Canada,Sep-07,0
ST1200R,Canada,Oct-07,0
ST1200R,Canada,Nov-07,0
ST1200R,Canada,Dec-07,0
ST1200R,Canada,Jan-08,0
ST1200R,Canada,Feb-08,0
ST1200R,Canada,Mar-08,0
ST1200R,Canada,Apr-08,0
ST1200R,Canada,May-08,0
ST1200R,Canada,Jun-08,0
ST1200R,Canada,Jul-08,0
ST1200R,Canada,Aug-08,0
ST1200R,Canada,Sep-08,0
ST1200R,Canada,Oct-08,0
ST1200R,Canada,Nov-08,0
ST1200R,Canada,Dec-08,0
ST1200R,Brazil,Jan-07,6
ST1200R,Brazil,Feb-07,1
ST1200R,Brazil,Mar-07,0
ST1200R,Brazil,Apr-07,0
ST1200R,Brazil,May-07,0
ST1200R,Brazil,Jun-07,0
ST1200R,Brazil,Jul-07,0
ST1200R,Brazil,Aug-07,0
ST1200R,Brazil,Sep-07,0
ST1200R,Brazil,Oct-07,0
ST1200R,Brazil,Nov-07,0
ST1200R,Brazil,Dec-07,0
ST1200R,Brazil,Jan-08,0
ST1200R,Brazil,Feb-08,0
ST1200R,Brazil,Mar-08,0
ST1200R,Brazil,Apr-08,0
ST1200R,Brazil,May-08,0
ST1200R,Brazil,Jun-08,0
ST1200R,Brazil,Jul-08,0
ST1200R,Brazil,Aug-08,0
ST1200R,Brazil,Sep-08,0
ST1200R,Brazil,Oct-08,0
ST1200R,Brazil,Nov-08,0
ST1200R,Brazil,Dec-08,0
ST1200R,Argentina,Jan-07,19
ST1200R,Argentina,Feb-07,5
ST1200R,Argentina,Mar-07,1
ST1200R,Argentina,Apr-07,0
ST1200R,Argentina,May-07,0
ST1200R,Argentina,Jun-07,0
ST1200R,Argentina,Jul-07,0
ST1200R,Argentina,Aug-07,0
ST1200R,Argentina,Sep-07,0
ST1200R,Argentina,Oct-07,0
ST1200R,Argentina,Nov-07,0
ST1200R,Argentina,Dec-07,0
ST1200R,Argentina,Jan-08,0
ST1200R,Argentina,Feb-08,0
ST1200R,Argentina,Mar-08,0
ST1200R,Argentina,Apr-08,0
ST1200R,Argentina,May-08,0
ST1200R,Argentina,Jun-08,0
ST1200R,Argentina,Jul-08,0
ST1200R,Argentina,Aug-08,0
ST1200R,Argentina,Sep-08,0
ST1200R,Argentina,Oct-08,0
ST1200R,Argentina,Nov-08,0
ST1200R,Argentina,Dec-08,0
ST1200R,UK,Jan-07,43
ST1200R,UK,Feb-07,11
ST1200R,UK,Mar-07,2
ST1200R,UK,Apr-07,0
ST1200R,UK,May-07,0
ST1200R,UK,Jun-07,0
ST1200R,UK,Jul-07,0
ST1200R,UK,Aug-07,0
ST1200R,UK,Sep-07,0
ST1200R,UK,Oct-07,0
ST1200R,UK,Nov-07,0
ST1200R,UK,Dec-07,0
ST1200R,UK,Jan-08,0
ST1200R,UK,Feb-08,0
ST1200R,UK,Mar-08,0
ST1200R,UK,Apr-08,0
ST1200R,UK,May-08,0
ST1200R,UK,Jun-08,0
ST1200R,UK,Jul-08,0
ST1200R,UK,Aug-08,0
ST1200R,UK,Sep-08,0
ST1200R,UK,Oct-08,0
ST1200R,UK,Nov-08,0
ST1200R,UK,Dec-08,0
ST1200R,France,Jan-07,28
ST1200R,France,Feb-07,7
ST1200R,France,Mar-07,1
ST1200R,France,Apr-07,0
ST1200R,France,May-07,0
ST1200R,France,Jun-07,0
ST1200R,France,Jul-07,0
ST1200R,France,Aug-07,0
ST1200R,France,Sep-07,0
ST1200R,France,Oct-07,0
ST1200R,France,Nov-07,0
ST1200R,France,Dec-07,0
ST1200R,France,Jan-08,0
ST1200R,France,Feb-08,0
ST1200R,France,Mar-08,0
ST1200R,France,Apr-08,0
ST1200R,France,May-08,0
ST1200R,France,Jun-08,0
ST1200R,France,Jul-08,0
ST1200R,France,Aug-08,0
ST1200R,France,Sep-08,0
ST1200R,France,Oct-08,0
ST1200R,France,Nov-08,0
ST1200R,France,Dec-08,0
ST1200R,Germany,Jan-07,13
ST1200R,Germany,Feb-07,3
ST1200R,Germany,Mar-07,1
ST1200R,Germany,Apr-07,0
ST1200R,Germany,May-07,0
ST1200R,Germany,Jun-07,0
ST1200R,Germany,Jul-07,0
ST1200R,Germany,Aug-07,0
ST1200R,Germany,Sep-07,0
ST1200R,Germany,Oct-07,0
ST1200R,Germany,Nov-07,0
ST1200R,Germany,Dec-07,0
ST1200R,Germany,Jan-08,0
ST1200R,Germany,Feb-08,0
ST1200R,Germany,Mar-08,0
ST1200R,Germany,Apr-08,0
ST1200R,Germany,May-08,0
ST1200R,Germany,Jun-08,0
ST1200R,Germany,Jul-08,0
ST1200R,Germany,Aug-08,0
ST1200R,Germany,Sep-08,0
ST1200R,Germany,Oct-08,0
ST1200R,Germany,Nov-08,0
ST1200R,Germany,Dec-08,0
ST1200R,Spain,Jan-07,19
ST1200R,Spain,Feb-07,5
ST1200R,Spain,Mar-07,1
ST1200R,Spain,Apr-07,0
ST1200R,Spain,May-07,0
ST1200R,Spain,Jun-07,0
ST1200R,Spain,Jul-07,0
ST1200R,Spain,Aug-07,0
ST1200R,Spain,Sep-07,0
ST1200R,Spain,Oct-07,0
ST1200R,Spain,Nov-07,0
ST1200R,Spain,Dec-07,0
ST1200R,Spain,Jan-08,0
ST1200R,Spain,Feb-08,0
ST1200R,Spain,Mar-08,0
ST1200R,Spain,Apr-08,0
ST1200R,Spain,May-08,0
ST1200R,Spain,Jun-08,0
ST1200R,Spain,Jul-08,0
ST1200R,Spain,Aug-08,0
ST1200R,Spain,Sep-08,0
ST1200R,Spain,Oct-08,0
ST1200R,Spain,Nov-08,0
ST1200R,Spain,Dec-08,0
ST1200R,Italy,Jan-07,4
ST1200R,Italy,Feb-07,1
ST1200R,Italy,Mar-07,0
ST1200R,Italy,Apr-07,0
ST1200R,Italy,May-07,0
ST1200R,Italy,Jun-07,0
ST1200R,Italy,Jul-07,0
ST1200R,Italy,Aug-07,0
ST1200R,Italy,Sep-07,0
ST1200R,Italy,Oct-07,0
ST1200R,Italy,Nov-07,0
ST1200R,Italy,Dec-07,0
ST1200R,Italy,Jan-08,0
ST1200R,Italy,Feb-08,0
ST1200R,Italy,Mar-08,0
ST1200R,Italy,Apr-08,0
ST1200R,Italy,May-08,0
ST1200R,Italy,Jun-08,0
ST1200R,Italy,Jul-08,0
ST1200R,Italy,Aug-08,0
ST1200R,Italy,Sep-08,0
ST1200R,Italy,Oct-08,0
ST1200R,Italy,Nov-08,0
ST1200R,Italy,Dec-08,0
ST1200R,China,Jan-07,34
ST1200R,China,Feb-07,9
ST1200R,China,Mar-07,2
ST1200R,China,Apr-07,0
ST1200R,China,May-07,0
ST1200R,China,Jun-07,0
ST1200R,China,Jul-07,0
ST1200R,China,Aug-07,0
ST1200R,China,Sep-07,0
ST1200R,China,Oct-07,0
ST1200R,China,Nov-07,0
ST1200R,China,Dec-07,0
ST1200R,China,Jan-08,0
ST1200R,China,Feb-08,0
ST1200R,China,Mar-08,0
ST1200R,China,Apr-08,0
ST1200R,China,May-08,0
ST1200R,China,Jun-08,0
ST1200R,China,Jul-08,0
ST1200R,China,Aug-08,0
ST1200R,China,Sep-08,0
ST1200R,China,Oct-08,0
ST1200R,China,Nov-08,0
ST1200R,China,Dec-08,0
ST1200R,Japan,Jan-07,21
ST1200R,Japan,Feb-07,5
ST1200R,Japan,Mar-07,1
ST1200R,Japan,Apr-07,0
ST1200R,Japan,May-07,0
ST1200R,Japan,Jun-07,0
ST1200R,Japan,Jul-07,0
ST1200R,Japan,Aug-07,0
ST1200R,Japan,Sep-07,0
ST1200R,Japan,Oct-07,0
ST1200R,Japan,Nov-07,0
ST1200R,Japan,Dec-07,0
ST1200R,Japan,Jan-08,0
ST1200R,Japan,Feb-08,0
ST1200R,Japan,Mar-08,0
ST1200R,Japan,Apr-08,0
ST1200R,Japan,May-08,0
ST1200R,Japan,Jun-08,0
ST1200R,Japan,Jul-08,0
ST1200R,Japan,Aug-08,0
ST1200R,Japan,Sep-08,0
ST1200R,Japan,Oct-08,0
ST1200R,Japan,Nov-08,0
ST1200R,Japan,Dec-08,0
Bandit 900,US,Jan-07,22
Bandit 900,US,Feb-07,5
Bandit 900,US,Mar-07,1
Bandit 900,US,Apr-07,0
Bandit 900,US,May-07,0
Bandit 900,US,Jun-07,0
Bandit 900,US,Jul-07,0
Bandit 900,US,Aug-07,0
Bandit 900,US,Sep-07,0
Bandit 900,US,Oct-07,0
Bandit 900,US,Nov-07,0
Bandit 900,US,Dec-07,0
Bandit 900,US,Jan-08,0
Bandit 900,US,Feb-08,0
Bandit 900,US,Mar-08,0
Bandit 900,US,Apr-08,0
Bandit 900,US,May-08,0
Bandit 900,US,Jun-08,0
Bandit 900,US,Jul-08,0
Bandit 900,US,Aug-08,0
Bandit 900,US,Sep-08,0
Bandit 900,US,Oct-08,0
Bandit 900,US,Nov-08,0
Bandit 900,US,Dec-08,0
Bandit 900,Canada,Jan-07,24
Bandit 900,Canada,Feb-07,6
Bandit 900,Canada,Mar-07,1
Bandit 900,Canada,Apr-07,0
Bandit 900,Canada,May-07,0
Bandit 900,Canada,Jun-07,0
Bandit 900,Canada,Jul-07,0
Bandit 900,Canada,Aug-07,0
Bandit 900,Canada,Sep-07,0
Bandit 900,Canada,Oct-07,0
Bandit 900,Canada,Nov-07,0
Bandit 900,Canada,Dec-07,0
Bandit 900,Canada,Jan-08,0
Bandit 900,Canada,Feb-08,0
Bandit 900,Canada,Mar-08,0
Bandit 900,Canada,Apr-08,0
Bandit 900,Canada,May-08,0
Bandit 900,Canada,Jun-08,0
Bandit 900,Canada,Jul-08,0
Bandit 900,Canada,Aug-08,0
Bandit 900,Canada,Sep-08,0
Bandit 900,Canada,Oct-08,0
Bandit 900,Canada,Nov-08,0
Bandit 900,Canada,Dec-08,0
Bandit 900,Brazil,Jan-07,42
Bandit 900,Brazil,Feb-07,11
Bandit 900,Brazil,Mar-07,2
Bandit 900,Brazil,Apr-07,0
Bandit 900,Brazil,May-07,0
Bandit 900,Brazil,Jun-07,0
Bandit 900,Brazil,Jul-07,0
Bandit 900,Brazil,Aug-07,0
Bandit 900,Brazil,Sep-07,0
Bandit 900,Brazil,Oct-07,0
Bandit 900,Brazil,Nov-07,0
Bandit 900,Brazil,Dec-07,0
Bandit 900,Brazil,Jan-08,0
Bandit 900,Brazil,Feb-08,0
Bandit 900,Brazil,Mar-08,0
Bandit 900,Brazil,Apr-08,0
Bandit 900,Brazil,May-08,0
Bandit 900,Brazil,Jun-08,0
Bandit 900,Brazil,Jul-08,0
Bandit 900,Brazil,Aug-08,0
Bandit 900,Brazil,Sep-08,0
Bandit 900,Brazil,Oct-08,0
Bandit 900,Brazil,Nov-08,0
Bandit 900,Brazil,Dec-08,0
Bandit 900,Argentina,Jan-07,26
Bandit 900,Argentina,Feb-07,8
Bandit 900,Argentina,Mar-07,1
Bandit 900,Argentina,Apr-07,0
Bandit 900,Argentina,May-07,0
Bandit 900,Argentina,Jun-07,0
Bandit 900,Argentina,Jul-07,0
Bandit 900,Argentina,Aug-07,0
Bandit 900,Argentina,Sep-07,0
Bandit 900,Argentina,Oct-07,0
Bandit 900,Argentina,Nov-07,0
Bandit 900,Argentina,Dec-07,0
Bandit 900,Argentina,Jan-08,0
Bandit 900,Argentina,Feb-08,0
Bandit 900,Argentina,Mar-08,0
Bandit 900,Argentina,Apr-08,0
Bandit 900,Argentina,May-08,0
Bandit 900,Argentina,Jun-08,0
Bandit 900,Argentina,Jul-08,0
Bandit 900,Argentina,Aug-08,0
Bandit 900,Argentina,Sep-08,0
Bandit 900,Argentina,Oct-08,0
Bandit 900,Argentina,Nov-08,0
Bandit 900,Argentina,Dec-08,0
Bandit 900,UK,Jan-07,43
Bandit 900,UK,Feb-07,11
Bandit 900,UK,Mar-07,2
Bandit 900,UK,Apr-07,0
Bandit 900,UK,May-07,0
Bandit 900,UK,Jun-07,0
Bandit 900,UK,Jul-07,0
Bandit 900,UK,Aug-07,0
Bandit 900,UK,Sep-07,0
Bandit 900,UK,Oct-07,0
Bandit 900,UK,Nov-07,0
Bandit 900,UK,Dec-07,0
Bandit 900,UK,Jan-08,0
Bandit 900,UK,Feb-08,0
Bandit 900,UK,Mar-08,0
Bandit 900,UK,Apr-08,0
Bandit 900,UK,May-08,0
Bandit 900,UK,Jun-08,0
Bandit 900,UK,Jul-08,0
Bandit 900,UK,Aug-08,0
Bandit 900,UK,Sep-08,0
Bandit 900,UK,Oct-08,0
Bandit 900,UK,Nov-08,0
Bandit 900,UK,Dec-08,0
Bandit 900,France,Jan-07,40
Bandit 900,France,Feb-07,10
Bandit 900,France,Mar-07,2
Bandit 900,France,Apr-07,0
Bandit 900,France,May-07,0
Bandit 900,France,Jun-07,0
Bandit 900,France,Jul-07,0
Bandit 900,France,Aug-07,0
Bandit 900,France,Sep-07,0
Bandit 900,France,Oct-07,0
Bandit 900,France,Nov-07,0
Bandit 900,France,Dec-07,0
Bandit 900,France,Jan-08,0
Bandit 900,France,Feb-08,0
Bandit 900,France,Mar-08,0
Bandit 900,France,Apr-08,0
Bandit 900,France,May-08,0
Bandit 900,France,Jun-08,0
Bandit 900,France,Jul-08,0
Bandit 900,France,Aug-08,0
Bandit 900,France,Sep-08,0
Bandit 900,France,Oct-08,0
Bandit 900,France,Nov-08,0
Bandit 900,France,Dec-08,0
Bandit 900,Germany,Jan-07,11
Bandit 900,Germany,Feb-07,3
Bandit 900,Germany,Mar-07,1
Bandit 900,Germany,Apr-07,0
Bandit 900,Germany,May-07,0
Bandit 900,Germany,Jun-07,0
Bandit 900,Germany,Jul-07,0
Bandit 900,Germany,Aug-07,0
Bandit 900,Germany,Sep-07,0
Bandit 900,Germany,Oct-07,0
Bandit 900,Germany,Nov-07,0
Bandit 900,Germany,Dec-07,0
Bandit 900,Germany,Jan-08,0
Bandit 900,Germany,Feb-08,0
Bandit 900,Germany,Mar-08,0
Bandit 900,Germany,Apr-08,0
Bandit 900,Germany,May-08,0
Bandit 900,Germany,Jun-08,0
Bandit 900,Germany,Jul-08,0
Bandit 900,Germany,Aug-08,0
Bandit 900,Germany,Sep-08,0
Bandit 900,Germany,Oct-08,0
Bandit 900,Germany,Nov-08,0
Bandit 900,Germany,Dec-08,0
Bandit 900,Spain,Jan-07,19
Bandit 900,Spain,Feb-07,5
Bandit 900,Spain,Mar-07,1
Bandit 900,Spain,Apr-07,0
Bandit 900,Spain,May-07,0
Bandit 900,Spain,Jun-07,0
Bandit 900,Spain,Jul-07,0
Bandit 900,Spain,Aug-07,0
Bandit 900,Spain,Sep-07,0
Bandit 900,Spain,Oct-07,0
Bandit 900,Spain,Nov-07,0
Bandit 900,Spain,Dec-07,0
Bandit 900,Spain,Jan-08,0
Bandit 900,Spain,Feb-08,0
Bandit 900,Spain,Mar-08,0
Bandit 900,Spain,Apr-08,0
Bandit 900,Spain,May-08,0
Bandit 900,Spain,Jun-08,0
Bandit 900,Spain,Jul-08,0
Bandit 900,Spain,Aug-08,0
Bandit 900,Spain,Sep-08,0
Bandit 900,Spain,Oct-08,0
Bandit 900,Spain,Nov-08,0
Bandit 900,Spain,Dec-08,0
Bandit 900,Italy,Jan-07,44
Bandit 900,Italy,Feb-07,10
Bandit 900,Italy,Mar-07,2
Bandit 900,Italy,Apr-07,0
Bandit 900,Italy,May-07,0
Bandit 900,Italy,Jun-07,0
Bandit 900,Italy,Jul-07,0
Bandit 900,Italy,Aug-07,0
Bandit 900,Italy,Sep-07,0
Bandit 900,Italy,Oct-07,0
Bandit 900,Italy,Nov-07,0
Bandit 900,Italy,Dec-07,0
Bandit 900,Italy,Jan-08,0
Bandit 900,Italy,Feb-08,0
Bandit 900,Italy,Mar-08,0
Bandit 900,Italy,Apr-08,0
Bandit 900,Italy,May-08,0
Bandit 900,Italy,Jun-08,0
Bandit 900,Italy,Jul-08,0
Bandit 900,Italy,Aug-08,0
Bandit 900,Italy,Sep-08,0
Bandit 900,Italy,Oct-08,0
Bandit 900,Italy,Nov-08,0
Bandit 900,Italy,Dec-08,0
Bandit 900,China,Jan-07,22
Bandit 900,China,Feb-07,5
Bandit 900,China,Mar-07,1
Bandit 900,China,Apr-07,0
Bandit 900,China,May-07,0
Bandit 900,China,Jun-07,0
Bandit 900,China,Jul-07,0
Bandit 900,China,Aug-07,0
Bandit 900,China,Sep-07,0
Bandit 900,China,Oct-07,0
Bandit 900,China,Nov-07,0
Bandit 900,China,Dec-07,0
Bandit 900,China,Jan-08,0
Bandit 900,China,Feb-08,0
Bandit 900,China,Mar-08,0
Bandit 900,China,Apr-08,0
Bandit 900,China,May-08,0
Bandit 900,China,Jun-08,0
Bandit 900,China,Jul-08,0
Bandit 900,China,Aug-08,0
Bandit 900,China,Sep-08,0
Bandit 900,China,Oct-08,0
Bandit 900,China,Nov-08,0
Bandit 900,China,Dec-08,0
Bandit 900,Japan,Jan-07,21
Bandit 900,Japan,Feb-07,6
Bandit 900,Japan,Mar-07,1
Bandit 900,Japan,Apr-07,0
Bandit 900,Japan,May-07,0
Bandit 900,Japan,Jun-07,0
Bandit 900,Japan,Jul-07,0
Bandit 900,Japan,Aug-07,0
Bandit 900,Japan,Sep-07,0
Bandit 900,Japan,Oct-07,0
Bandit 900,Japan,Nov-07,0
Bandit 900,Japan,Dec-07,0
Bandit 900,Japan,Jan-08,0
Bandit 900,Japan,Feb-08,0
Bandit 900,Japan,Mar-08,0
Bandit 900,Japan,Apr-08,0
Bandit 900,Japan,May-08,0
Bandit 900,Japan,Jun-08,0
Bandit 900,Japan,Jul-08,0
Bandit 900,Japan,Aug-08,0
Bandit 900,Japan,Sep-08,0
Bandit 900,Japan,Oct-08,0
Bandit 900,Japan,Nov-08,0
Bandit 900,Japan,Dec-08,0
Bandit 1200,US,Jan-07,39
Bandit 1200,US,Feb-07,10
