machine,day,failure
M-234,Day-10,0
M-234,Day-11,0
M-234,Day-12,2
M-234,Day-13,50
M-234,Day-14,45
M-234,Day-15,1
M-234,Day-16,0
M-234,Day-17,0
M-234,Day-18,0
M-234,Day-19,0
M-234,Day-20,0
M-235,Day-01,0
M-235,Day-02,0
M-235,Day-03,0
M-235,Day-04,0
M-235,Day-05,0
M-235,Day-06,0
M-235,Day-07,0
M-235,Day-08,9
M-235,Day-09,40
M-235,Day-10,41
M-235,Day-11,8
M-235,Day-12,0
M-235,Day-13,0
M-235,Day-14,0
M-235,Day-15,0
M-235,Day-16,0
M-235,Day-17,0
M-235,Day-18,0
M-235,Day-19,0
M-235,Day-20,0
M-236,Day-01,0
M-236,Day-02,0
M-236,Day-03,1
M-236,Day-04,7
M-236,Day-05,14
M-236,Day-06,25
M-236,Day-07,25
M-236,Day-08,15
M-236,Day-09,7
M-236,Day-10,2
M-236,Day-11,0
M-236,Day-12,0
M-236,Day-13,0
M-236,Day-14,0
M-236,Day-15,0
M-236,Day-16,0
M-236,Day-17,0
M-236,Day-18,0
M-236,Day-19,0
M-236,Day-20,0
M-237,Day-01,0
M-237,Day-02,0
M-237,Day-03,0
M-237,Day-04,0
M-237,Day-05,0
M-237,Day-06,0
M-237,Day-07,0
M-237,Day-08,0
M-237,Day-09,0
M-237,Day-10,0
M-237,Day-11,0
M-237,Day-12,0
M-237,Day-13,3
M-237,Day-14,16
M-237,Day-15,28
M-237,Day-16,29
M-237,Day-17,16
M-237,Day-18,4
M-237,Day-19,0
M-237,Day-20,0
M-238,Day-01,0
M-238,Day-02,0
M-238,Day-03,0
M-238,Day-04,0
M-238,Day-05,0
M-238,Day-06,0
M-238,Day-07,0
M-238,Day-08,0
M-238,Day-09,0
M-238,Day-10,0
M-238,Day-11,0
M-238,Day-12,0
M-238,Day-13,0
M-238,Day-14,1
M-238,Day-15,6
M-238,Day-16,15
M-238,Day-17,23
M-238,Day-18,24
M-238,Day-19,17
M-238,Day-20,7
M-239,Day-01,0
M-239,Day-02,0
M-239,Day-03,0
M-239,Day-04,0
M-239,Day-05,0
M-239,Day-06,0
M-239,Day-07,7
M-239,Day-08,42
M-239,Day-09,41
M-239,Day-10,7
M-239,Day-11,0
M-239,Day-12,0
M-239,Day-13,0
M-239,Day-14,0
M-239,Day-15,0
M-239,Day-16,0
M-239,Day-17,0
M-239,Day-18,0
M-239,Day-19,0
M-239,Day-20,0
M-240,Day-01,0
M-240,Day-02,0
M-240,Day-03,0
M-240,Day-04,0
M-240,Day-05,0
M-240,Day-06,0
M-240,Day-07,9
M-240,Day-08,40
M-240,Day-09,41
M-240,Day-10,8
M-240,Day-11,0
M-240,Day-12,0
M-240,Day-13,0
M-240,Day-14,0
M-240,Day-15,0
M-240,Day-16,0
M-240,Day-17,0
M-240,Day-18,0
M-240,Day-19,0
M-240,Day-20,0
M-241,Day-01,0
M-241,Day-02,0
M-241,Day-03,0
M-241,Day-04,0
M-241,Day-05,0
M-241,Day-06,0
M-241,Day-07,0
M-241,Day-08,0
M-241,Day-09,0
M-241,Day-10,0
M-241,Day-11,1
M-241,Day-12,5
M-241,Day-13,13
M-241,Day-14,29
M-241,Day-15,27
M-241,Day-16,16
M-241,Day-17,5
M-241,Day-18,0
M-241,Day-19,0
M-241,Day-20,0
M-242,Day-01,0
M-242,Day-02,0
M-242,Day-03,0
M-242,Day-04,0
M-242,Day-05,0
M-242,Day-06,0
M-242,Day-07,2
M-242,Day-08,45
M-242,Day-09,49
M-242,Day-10,2
M-242,Day-11,0
M-242,Day-12,0
M-242,Day-13,0
M-242,Day-14,0
M-242,Day-15,0
M-242,Day-16,0
M-242,Day-17,0
M-242,Day-18,0
M-242,Day-19,0
M-242,Day-20,0
M-243,Day-01,0
M-243,Day-02,0
M-243,Day-03,0
M-243,Day-04,0
M-243,Day-05,0
M-243,Day-06,0
M-243,Day-07,0
M-243,Day-08,4
M-243,Day-09,16
M-243,Day-10,28
M-243,Day-11,28
M-243,Day-12,14
M-243,Day-13,5
M-243,Day-14,0
M-243,Day-15,0
M-243,Day-16,0
M-243,Day-17,0
M-243,Day-18,0
M-243,Day-19,0
M-243,Day-20,0
M-244,Day-01,0
M-244,Day-02,0
M-244,Day-03,0
M-244,Day-04,0
M-244,Day-05,1
M-244,Day-06,6
M-244,Day-07,15
M-244,Day-08,25
M-244,Day-09,25
M-244,Day-10,16
M-244,Day-11,6
M-244,Day-12,1
M-244,Day-13,0
M-244,Day-14,0
M-244,Day-15,0
M-244,Day-16,0
M-244,Day-17,0
M-244,Day-18,0
M-244,Day-19,0
M-244,Day-20,0
M-245,Day-01,0
M-245,Day-02,0
M-245,Day-03,0
M-245,Day-04,0
M-245,Day-05,0
M-245,Day-06,0
M-245,Day-07,3
M-245,Day-08,15
M-245,Day-09,29
M-245,Day-10,29
M-245,Day-11,15
M-245,Day-12,4
M-245,Day-13,1
M-245,Day-14,0
M-245,Day-15,0
M-245,Day-16,0
M-245,Day-17,0
M-245,Day-18,0
M-245,Day-19,0
M-245,Day-20,0
M-246,Day-01,0
M-246,Day-02,0
M-246,Day-03,2
M-246,Day-04,13
M-246,Day-05,33
M-246,Day-06,33
M-246,Day-07,14
M-246,Day-08,2
M-246,Day-09,0
M-246,Day-10,0
M-246,Day-11,0
M-246,Day-12,0
M-246,Day-13,0
M-246,Day-14,0
M-246,Day-15,0
M-246,Day-16,0
M-246,Day-17,0
M-246,Day-18,0
M-246,Day-19,0
M-246,Day-20,0
M-247,Day-01,0
M-247,Day-02,0
M-247,Day-03,0
M-247,Day-04,0
M-247,Day-05,0
M-247,Day-06,0
M-247,Day-07,2
M-247,Day-08,14
M-247,Day-09,33
M-247,Day-10,34
M-247,Day-11,13
M-247,Day-12,2
M-247,Day-13,0
M-247,Day-14,0
M-247,Day-15,0
M-247,Day-16,0
M-247,Day-17,0
M-247,Day-18,0
M-247,Day-19,0
M-247,Day-20,0
M-248,Day-01,0
M-248,Day-02,0
M-248,Day-03,0
M-248,Day-04,0
M-248,Day-05,0
M-248,Day-06,0
M-248,Day-07,2
M-248,Day-08,48
M-248,Day-09,45
M-248,Day-10,3
M-248,Day-11,0
M-248,Day-12,0
M-248,Day-13,0
M-248,Day-14,0
M-248,Day-15,0
M-248,Day-16,0
M-248,Day-17,0
M-248,Day-18,0
M-248,Day-19,0
M-248,Day-20,0
M-249,Day-01,0
M-249,Day-02,0
M-249,Day-03,0
M-249,Day-04,0
M-249,Day-05,0
M-249,Day-06,0
M-249,Day-07,0
M-249,Day-08,9
M-249,Day-09,42
M-249,Day-10,38
M-249,Day-11,8
M-249,Day-12,0
M-249,Day-13,0
M-249,Day-14,0
M-249,Day-15,0
M-249,Day-16,0
M-249,Day-17,0
M-249,Day-18,0
M-249,Day-19,0
M-249,Day-20,0
M-250,Day-01,0
M-250,Day-02,0
M-250,Day-03,0
M-250,Day-04,0
M-250,Day-05,0
M-250,Day-06,0
M-250,Day-07,0
M-250,Day-08,0
M-250,Day-09,0
M-250,Day-10,0
M-250,Day-11,0
M-250,Day-12,0
M-250,Day-13,2
M-250,Day-14,45
M-250,Day-15,49
M-250,Day-16,2
M-250,Day-17,0
M-250,Day-18,0
M-250,Day-19,0
M-250,Day-20,0
M-251,Day-01,0
M-251,Day-02,0
M-251,Day-03,0
M-251,Day-04,0
M-251,Day-05,0
M-251,Day-06,0
M-251,Day-07,2
M-251,Day-08,48
M-251,Day-09,46
M-251,Day-10,2
M-251,Day-11,0
M-251,Day-12,0
M-251,Day-13,0
M-251,Day-14,0
M-251,Day-15,0
M-251,Day-16,0
M-251,Day-17,0
M-251,Day-18,0
M-251,Day-19,0
M-251,Day-20,0
M-252,Day-01,0
M-252,Day-02,0
M-252,Day-03,0
M-252,Day-04,0
M-252,Day-05,3
M-252,Day-06,45
M-252,Day-07,49
M-252,Day-08,1
M-252,Day-09,0
M-252,Day-10,0
M-252,Day-11,0
M-252,Day-12,0
M-252,Day-13,0
M-252,Day-14,0
M-252,Day-15,0
M-252,Day-16,0
M-252,Day-17,0
M-252,Day-18,0
M-252,Day-19,0
M-252,Day-20,0
M-253,Day-01,0
M-253,Day-02,0
M-253,Day-03,0
M-253,Day-04,0
M-253,Day-05,0
M-253,Day-06,0
M-253,Day-07,0
M-253,Day-08,5
M-253,Day-09,13
M-253,Day-10,31
M-253,Day-11,30
M-253,Day-12,13
M-253,Day-13,4
M-253,Day-14,0
M-253,Day-15,0
M-253,Day-16,0
M-253,Day-17,0
M-253,Day-18,0
M-253,Day-19,0
M-253,Day-20,0
M-254,Day-01,0
M-254,Day-02,1
M-254,Day-03,8
M-254,Day-04,13
M-254,Day-05,25
M-254,Day-06,24
M-254,Day-07,16
M-254,Day-08,7
M-254,Day-09,1
M-254,Day-10,0
M-254,Day-11,0
M-254,Day-12,0
M-254,Day-13,0
M-254,Day-14,0
M-254,Day-15,0
M-254,Day-16,0
M-254,Day-17,0
M-254,Day-18,0
M-254,Day-19,0
M-254,Day-20,0
M-255,Day-01,0
M-255,Day-02,0
M-255,Day-03,0
M-255,Day-04,0
M-255,Day-05,0
M-255,Day-06,0
M-255,Day-07,3
M-255,Day-08,46
M-255,Day-09,47
M-255,Day-10,1
M-255,Day-11,0
M-255,Day-12,0
M-255,Day-13,0
M-255,Day-14,0
M-255,Day-15,0
M-255,Day-16,0
M-255,Day-17,0
M-255,Day-18,0
M-255,Day-19,0
M-255,Day-20,0
M-256,Day-01,0
M-256,Day-02,0
M-256,Day-03,0
M-256,Day-04,0
M-256,Day-05,0
M-256,Day-06,0
M-256,Day-07,0
M-256,Day-08,0
M-256,Day-09,1
M-256,Day-10,4
M-256,Day-11,14
M-256,Day-12,30
M-256,Day-13,26
M-256,Day-14,15
M-256,Day-15,5
M-256,Day-16,0
M-256,Day-17,0
M-256,Day-18,0
M-256,Day-19,0
M-256,Day-20,0
M-257,Day-01,0
M-257,Day-02,2
M-257,Day-03,46
M-257,Day-04,49
M-257,Day-05,1
M-257,Day-06,0
M-257,Day-07,0
M-257,Day-08,0
M-257,Day-09,0
M-257,Day-10,0
M-257,Day-11,0
M-257,Day-12,0
M-257,Day-13,0
M-257,Day-14,0
M-257,Day-15,0
M-257,Day-16,0
M-257,Day-17,0
M-257,Day-18,0
M-257,Day-19,0
M-257,Day-20,0
M-258,Day-01,0
M-258,Day-02,0
M-258,Day-03,0
M-258,Day-04,0
M-258,Day-05,8
M-258,Day-06,43
M-258,Day-07,41
M-258,Day-08,7
M-258,Day-09,0
M-258,Day-10,0
M-258,Day-11,0
M-258,Day-12,0
M-258,Day-13,0
M-258,Day-14,0
M-258,Day-15,0
M-258,Day-16,0
M-258,Day-17,0
M-258,Day-18,0
M-258,Day-19,0
M-258,Day-20,0
M-259,Day-01,0
M-259,Day-02,0
M-259,Day-03,0
M-259,Day-04,0
M-259,Day-05,0
M-259,Day-06,0
M-259,Day-07,0
M-259,Day-08,0
M-259,Day-09,0
M-259,Day-10,1
M-259,Day-11,6
M-259,Day-12,16
M-259,Day-13,24
M-259,Day-14,24
M-259,Day-15,16
M-259,Day-16,7
M-259,Day-17,2
M-259,Day-18,0
M-259,Day-19,0
M-259,Day-20,0
M-260,Day-01,0
M-260,Day-02,2
M-260,Day-03,6
M-260,Day-04,15
M-260,Day-05,25
M-260,Day-06,24
M-260,Day-07,16
M-260,Day-08,6
M-260,Day-09,1
M-260,Day-10,0
M-260,Day-11,0
M-260,Day-12,0
M-260,Day-13,0
M-260,Day-14,0
M-260,Day-15,0
M-260,Day-16,0
M-260,Day-17,0
M-260,Day-18,0
M-260,Day-19,0
M-260,Day-20,0
M-261,Day-01,0
M-261,Day-02,0
M-261,Day-03,0
M-261,Day-04,0
M-261,Day-05,0
M-261,Day-06,0
M-261,Day-07,0
M-261,Day-08,0
M-261,Day-09,2
M-261,Day-10,12
M-261,Day-11,33
M-261,Day-12,34
M-261,Day-13,14
M-261,Day-14,2
M-261,Day-15,0
M-261,Day-16,0
M-261,Day-17,0
M-261,Day-18,0
M-261,Day-19,0
M-261,Day-20,0
M-262,Day-01,0
M-262,Day-02,0
M-262,Day-03,0
M-262,Day-04,0
M-262,Day-05,0
M-262,Day-06,0
M-262,Day-07,0
M-262,Day-08,0
M-262,Day-09,0
M-262,Day-10,0
M-262,Day-11,0
M-262,Day-12,3
M-262,Day-13,17
M-262,Day-14,28
M-262,Day-15,29
M-262,Day-16,14
M-262,Day-17,4
M-262,Day-18,0
M-262,Day-19,0
M-262,Day-20,0
M-263,Day-01,0
M-263,Day-02,0
M-263,Day-03,0
M-263,Day-04,0
M-263,Day-05,2
M-263,Day-06,7
M-263,Day-07,15
M-263,Day-08,23
M-263,Day-09,25
M-263,Day-10,17
M-263,Day-11,5
M-263,Day-12,2
M-263,Day-13,0
M-263,Day-14,0
M-263,Day-15,0
M-263,Day-16,0
M-263,Day-17,0
M-263,Day-18,0
M-263,Day-19,0
M-263,Day-20,0
M-264,Day-01,0
M-264,Day-02,0
M-264,Day-03,0
M-264,Day-04,0
M-264,Day-05,0
M-264,Day-06,0
M-264,Day-07,0
M-264,Day-08,0
M-264,Day-09,0
M-264,Day-10,0
M-264,Day-11,0
M-264,Day-12,1
M-264,Day-13,7
M-264,Day-14,15
M-264,Day-15,24
M-264,Day-16,24
M-264,Day-17,16
M-264,Day-18,7
M-264,Day-19,2
M-264,Day-20,0
M-265,Day-01,0
M-265,Day-02,0
M-265,Day-03,0
M-265,Day-04,0
M-265,Day-05,0
M-265,Day-06,0
M-265,Day-07,0
M-265,Day-08,0
M-265,Day-09,0
M-265,Day-10,0
M-265,Day-11,1
M-265,Day-12,7
M-265,Day-13,14
M-265,Day-14,25
M-265,Day-15,23
M-265,Day-16,17
M-265,Day-17,6
M-265,Day-18,2
M-265,Day-19,0
M-265,Day-20,0
M-266,Day-01,0
M-266,Day-02,0
M-266,Day-03,0
M-266,Day-04,0
M-266,Day-05,0
M-266,Day-06,0
M-266,Day-07,0
M-266,Day-08,0
M-266,Day-09,0
M-266,Day-10,0
M-266,Day-11,0
M-266,Day-12,2
M-266,Day-13,12
M-266,Day-14,35
M-266,Day-15,32
M-266,Day-16,14
M-266,Day-17,1
M-266,Day-18,0
M-266,Day-19,0
M-266,Day-20,0
M-267,Day-01,0
M-267,Day-02,0
M-267,Day-03,0
M-267,Day-04,0
M-267,Day-05,1
M-267,Day-06,7
M-267,Day-07,16
M-267,Day-08,24
M-267,Day-09,24
M-267,Day-10,16
M-267,Day-11,6
M-267,Day-12,2
M-267,Day-13,0
M-267,Day-14,0
M-267,Day-15,0
M-267,Day-16,0
M-267,Day-17,0
M-267,Day-18,0
M-267,Day-19,0
M-267,Day-20,0
M-268,Day-01,0
M-268,Day-02,0
M-268,Day-03,0
M-268,Day-04,1
M-268,Day-05,48
M-268,Day-06,48
M-268,Day-07,2
M-268,Day-08,0
M-268,Day-09,0
M-268,Day-10,0
M-268,Day-11,0
M-268,Day-12,0
M-268,Day-13,0
M-268,Day-14,0
M-268,Day-15,0
M-268,Day-16,0
M-268,Day-17,0
M-268,Day-18,0
M-268,Day-19,0
M-268,Day-20,0
M-269,Day-01,0
M-269,Day-02,2
M-269,Day-03,12
M-269,Day-04,34
M-269,Day-05,34
M-269,Day-06,13
M-269,Day-07,3
M-269,Day-08,0
M-269,Day-09,0
M-269,Day-10,0
M-269,Day-11,0
M-269,Day-12,0
M-269,Day-13,0
M-269,Day-14,0
M-269,Day-15,0
M-269,Day-16,0
M-269,Day-17,0
M-269,Day-18,0
M-269,Day-19,0
M-269,Day-20,0
M-270,Day-01,0
M-270,Day-02,0
M-270,Day-03,0
M-270,Day-04,0
M-270,Day-05,0
M-270,Day-06,0
M-270,Day-07,0
M-270,Day-08,0
M-270,Day-09,0
M-270,Day-10,0
M-270,Day-11,0
M-270,Day-12,0
M-270,Day-13,2
M-270,Day-14,48
M-270,Day-15,46
M-270,Day-16,2
M-270,Day-17,0
M-270,Day-18,0
M-270,Day-19,0
M-270,Day-20,0
M-271,Day-01,0
M-271,Day-02,2
M-271,Day-03,12
M-271,Day-04,33
M-271,Day-05,36
M-271,Day-06,12
M-271,Day-07,1
M-271,Day-08,0
M-271,Day-09,0
M-271,Day-10,0
M-271,Day-11,0
M-271,Day-12,0
M-271,Day-13,0
M-271,Day-14,0
M-271,Day-15,0
M-271,Day-16,0
M-271,Day-17,0
M-271,Day-18,0
M-271,Day-19,0
M-271,Day-20,0
M-272,Day-01,0
M-272,Day-02,0
M-272,Day-03,0
M-272,Day-04,0
M-272,Day-05,0
M-272,Day-06,10
M-272,Day-07,40
M-272,Day-08,41
M-272,Day-09,7
M-272,Day-10,0
M-272,Day-11,0
M-272,Day-12,0
M-272,Day-13,0
M-272,Day-14,0
M-272,Day-15,0
M-272,Day-16,0
M-272,Day-17,0
M-272,Day-18,0
M-272,Day-19,0
M-272,Day-20,0
M-273,Day-01,0
M-273,Day-02,0
M-273,Day-03,0
M-273,Day-04,0
M-273,Day-05,0
M-273,Day-06,0
M-273,Day-07,0
M-273,Day-08,0
M-273,Day-09,0
M-273,Day-10,0
M-273,Day-11,1
M-273,Day-12,13
M-273,Day-13,35
M-273,Day-14,34
M-273,Day-15,12
M-273,Day-16,2
M-273,Day-17,0
M-273,Day-18,0
M-273,Day-19,0
M-273,Day-20,0
M-274,Day-01,0
M-274,Day-02,0
M-274,Day-03,1
M-274,Day-04,7
M-274,Day-05,17
M-274,Day-06,25
M-274,Day-07,22
M-274,Day-08,16
M-274,Day-09,6
M-274,Day-10,1
M-274,Day-11,0
M-274,Day-12,0
M-274,Day-13,0
M-274,Day-14,0
M-274,Day-15,0
M-274,Day-16,0
M-274,Day-17,0
M-274,Day-18,0
M-274,Day-19,0
M-274,Day-20,0
M-275,Day-01,0
M-275,Day-02,0
M-275,Day-03,0
M-275,Day-04,0
M-275,Day-05,0
M-275,Day-06,1
M-275,Day-07,48
M-275,Day-08,47
M-275,Day-09,1
M-275,Day-10,0
M-275,Day-11,0
M-275,Day-12,0
M-275,Day-13,0
M-275,Day-14,0
M-275,Day-15,0
M-275,Day-16,0
M-275,Day-17,0
M-275,Day-18,0
M-275,Day-19,0
M-275,Day-20,0
M-276,Day-01,0
M-276,Day-02,0
M-276,Day-03,0
M-276,Day-04,0
M-276,Day-05,0
M-276,Day-06,0
M-276,Day-07,0
M-276,Day-08,0
M-276,Day-09,0
M-276,Day-10,0
M-276,Day-11,1
M-276,Day-12,50
M-276,Day-13,46
M-276,Day-14,2
M-276,Day-15,0
M-276,Day-16,0
M-276,Day-17,0
M-276,Day-18,0
M-276,Day-19,0
M-276,Day-20,0
M-277,Day-01,0
M-277,Day-02,0
M-277,Day-03,0
M-277,Day-04,0
M-277,Day-05,0
M-277,Day-06,0
M-277,Day-07,0
M-277,Day-08,0
M-277,Day-09,0
M-277,Day-10,0
M-277,Day-11,0
M-277,Day-12,0
M-277,Day-13,0
M-277,Day-14,1
M-277,Day-15,47
M-277,Day-16,48
M-277,Day-17,2
M-277,Day-18,0
M-277,Day-19,0
M-277,Day-20,0
M-278,Day-01,0
M-278,Day-02,0
M-278,Day-03,0
M-278,Day-04,2
M-278,Day-05,14
M-278,Day-06,34
M-278,Day-07,33
M-278,Day-08,12
M-278,Day-09,2
M-278,Day-10,0
M-278,Day-11,0
M-278,Day-12,0
M-278,Day-13,0
M-278,Day-14,0
M-278,Day-15,0
M-278,Day-16,0
M-278,Day-17,0
M-278,Day-18,0
M-278,Day-19,0
M-278,Day-20,0
M-279,Day-01,0
M-279,Day-02,0
M-279,Day-03,0
M-279,Day-04,0
M-279,Day-05,0
M-279,Day-06,0
M-279,Day-07,0
M-279,Day-08,0
M-279,Day-09,0
M-279,Day-10,0
M-279,Day-11,0
M-279,Day-12,0
M-279,Day-13,8
M-279,Day-14,41
M-279,Day-15,41
M-279,Day-16,8
M-279,Day-17,0
M-279,Day-18,0
M-279,Day-19,0
M-279,Day-20,0
M-280,Day-01,0
M-280,Day-02,0
M-280,Day-03,0
M-280,Day-04,0
M-280,Day-05,0
M-280,Day-06,0
M-280,Day-07,9
M-280,Day-08,42
M-280,Day-09,37
M-280,Day-10,9
M-280,Day-11,0
M-280,Day-12,0
M-280,Day-13,0
M-280,Day-14,0
M-280,Day-15,0
M-280,Day-16,0
M-280,Day-17,0
M-280,Day-18,0
M-280,Day-19,0
M-280,Day-20,0
M-281,Day-01,0
M-281,Day-02,0
M-281,Day-03,0
M-281,Day-04,0
M-281,Day-05,0
M-281,Day-06,0
M-281,Day-07,0
M-281,Day-08,3
M-281,Day-09,47
M-281,Day-10,47
M-281,Day-11,2
M-281,Day-12,0
M-281,Day-13,0
M-281,Day-14,0
M-281,Day-15,0
M-281,Day-16,0
M-281,Day-17,0
M-281,Day-18,0
M-281,Day-19,0
M-281,Day-20,0
M-282,Day-01,0
M-282,Day-02,8
M-282,Day-03,42
M-282,Day-04,39
M-282,Day-05,9
M-282,Day-06,0
M-282,Day-07,0
M-282,Day-08,0
M-282,Day-09,0
M-282,Day-10,0
M-282,Day-11,0
M-282,Day-12,0
M-282,Day-13,0
M-282,Day-14,0
M-282,Day-15,0
M-282,Day-16,0
M-282,Day-17,0
M-282,Day-18,0
M-282,Day-19,0
M-282,Day-20,0
M-283,Day-01,0
M-283,Day-02,0
M-283,Day-03,0
M-283,Day-04,0
M-283,Day-05,0
M-283,Day-06,0
M-283,Day-07,0
M-283,Day-08,8
M-283,Day-09,42
M-283,Day-10,40
M-283,Day-11,7
M-283,Day-12,1
M-283,Day-13,0
M-283,Day-14,0
M-283,Day-15,0
M-283,Day-16,0
M-283,Day-17,0
M-283,Day-18,0
M-283,Day-19,0
M-283,Day-20,0
M-284,Day-01,0
M-284,Day-02,0
M-284,Day-03,0
M-284,Day-04,0
M-284,Day-05,0
M-284,Day-06,0
M-284,Day-07,0
M-284,Day-08,0
M-284,Day-09,0
M-284,Day-10,0
M-284,Day-11,1
M-284,Day-12,49
M-284,Day-13,46
M-284,Day-14,2
M-284,Day-15,0
M-284,Day-16,0
M-284,Day-17,0
M-284,Day-18,0
M-284,Day-19,0
M-284,Day-20,0
M-285,Day-01,0
M-285,Day-02,0
M-285,Day-03,0
M-285,Day-04,0
M-285,Day-05,0
M-285,Day-06,0
M-285,Day-07,0
M-285,Day-08,0
M-285,Day-09,0
M-285,Day-10,0
M-285,Day-11,0
M-285,Day-12,0
M-285,Day-13,0
M-285,Day-14,0
M-285,Day-15,2
M-285,Day-16,45
M-285,Day-17,49
M-285,Day-18,2
M-285,Day-19,0
M-285,Day-20,0
M-286,Day-01,0
M-286,Day-02,0
M-286,Day-03,0
M-286,Day-04,0
M-286,Day-05,0
M-286,Day-06,0
M-286,Day-07,0
M-286,Day-08,0
M-286,Day-09,0
M-286,Day-10,0
M-286,Day-11,0
M-286,Day-12,0
M-286,Day-13,0
M-286,Day-14,0
M-286,Day-15,0
M-286,Day-16,7
M-286,Day-17,40
M-286,Day-18,42
M-286,Day-19,8
M-286,Day-20,0
M-287,Day-01,0
M-287,Day-02,0
M-287,Day-03,0
M-287,Day-04,0
M-287,Day-05,0
M-287,Day-06,2
M-287,Day-07,45
M-287,Day-08,49
M-287,Day-09,2
M-287,Day-10,0
M-287,Day-11,0
M-287,Day-12,0
M-287,Day-13,0
M-287,Day-14,0
M-287,Day-15,0
M-287,Day-16,0
M-287,Day-17,0
M-287,Day-18,0
M-287,Day-19,0
M-287,Day-20,0
M-288,Day-01,0
M-288,Day-02,0
M-288,Day-03,0
M-288,Day-04,0
M-288,Day-05,8
M-288,Day-06,42
M-288,Day-07,40
M-288,Day-08,7
M-288,Day-09,0
M-288,Day-10,0
M-288,Day-11,0
M-288,Day-12,0
M-288,Day-13,0
M-288,Day-14,0
M-288,Day-15,0
M-288,Day-16,0
M-288,Day-17,0
M-288,Day-18,0
M-288,Day-19,0
M-288,Day-20,0
M-289,Day-01,0
M-289,Day-02,0
M-289,Day-03,0
M-289,Day-04,0
M-289,Day-05,0
M-289,Day-06,0
M-289,Day-07,0
M-289,Day-08,0
M-289,Day-09,0
M-289,Day-10,0
M-289,Day-11,0
M-289,Day-12,0
M-289,Day-13,0
M-289,Day-14,0
M-289,Day-15,0
M-289,Day-16,1
M-289,Day-17,14
M-289,Day-18,34
M-289,Day-19,33
M-289,Day-20,12
M-290,Day-01,0
M-290,Day-02,0
M-290,Day-03,2
M-290,Day-04,13
M-290,Day-05,32
M-290,Day-06,36
M-290,Day-07,13
M-290,Day-08,2
M-290,Day-09,0
M-290,Day-10,0
M-290,Day-11,0
M-290,Day-12,0
M-290,Day-13,0
M-290,Day-14,0
M-290,Day-15,0
M-290,Day-16,0
M-290,Day-17,0
M-290,Day-18,0
M-290,Day-19,0
M-290,Day-20,0
M-291,Day-01,0
M-291,Day-02,0
M-291,Day-03,0
M-291,Day-04,0
M-291,Day-05,0
M-291,Day-06,1
M-291,Day-07,8
M-291,Day-08,17
M-291,Day-09,22
M-291,Day-10,23
M-291,Day-11,15
M-291,Day-12,7
M-291,Day-13,2
M-291,Day-14,0
M-291,Day-15,0
M-291,Day-16,0
M-291,Day-17,0
M-291,Day-18,0
M-291,Day-19,0
M-291,Day-20,0
M-292,Day-01,0
M-292,Day-02,0
M-292,Day-03,0
M-292,Day-04,0
M-292,Day-05,0
M-292,Day-06,0
M-292,Day-07,0
M-292,Day-08,0
M-292,Day-09,0
M-292,Day-10,0
M-292,Day-11,0
M-292,Day-12,0
M-292,Day-13,0
M-292,Day-14,0
M-292,Day-15,1
M-292,Day-16,9
M-292,Day-17,15
M-292,Day-18,25
M-292,Day-19,21
M-292,Day-20,16
M-293,Day-01,0
M-293,Day-02,0
M-293,Day-03,0
M-293,Day-04,0
M-293,Day-05,0
M-293,Day-06,8
M-293,Day-07,41
M-293,Day-08,39
M-293,Day-09,9
M-293,Day-10,0
M-293,Day-11,0
M-293,Day-12,0
M-293,Day-13,0
M-293,Day-14,0
M-293,Day-15,0
M-293,Day-16,0
M-293,Day-17,0
M-293,Day-18,0
M-293,Day-19,0
M-293,Day-20,0
M-294,Day-01,0
M-294,Day-02,0
M-294,Day-03,0
M-294,Day-04,0
M-294,Day-05,0
M-294,Day-06,0
M-294,Day-07,0
M-294,Day-08,1
M-294,Day-09,6
M-294,Day-10,18
M-294,Day-11,24
M-294,Day-12,22
M-294,Day-13,15
M-294,Day-14,8
M-294,Day-15,1
M-294,Day-16,0
M-294,Day-17,0
M-294,Day-18,0
M-294,Day-19,0
M-294,Day-20,0
M-295,Day-01,0
M-295,Day-02,0
M-295,Day-03,0
M-295,Day-04,0
M-295,Day-05,0
M-295,Day-06,0
M-295,Day-07,0
M-295,Day-08,0
M-295,Day-09,0
M-295,Day-10,0
M-295,Day-11,0
M-295,Day-12,2
M-295,Day-13,13
M-295,Day-14,35
M-295,Day-15,32
M-295,Day-16,13
M-295,Day-17,2
M-295,Day-18,0
M-295,Day-19,0
M-295,Day-20,0
M-296,Day-01,0
M-296,Day-02,0
M-296,Day-03,0
M-296,Day-04,0
M-296,Day-05,0
M-296,Day-06,4
M-296,Day-07,16
M-296,Day-08,29
M-296,Day-09,27
M-296,Day-10,16
M-296,Day-11,3
M-296,Day-12,0
M-296,Day-13,0
M-296,Day-14,0
M-296,Day-15,0
M-296,Day-16,0
M-296,Day-17,0
M-296,Day-18,0
M-296,Day-19,0
M-296,Day-20,0
M-297,Day-01,0
M-297,Day-02,3
M-297,Day-03,50
M-297,Day-04,44
M-297,Day-05,2
M-297,Day-06,0
M-297,Day-07,0
M-297,Day-08,0
M-297,Day-09,0
M-297,Day-10,0
M-297,Day-11,0
M-297,Day-12,0
M-297,Day-13,0
M-297,Day-14,0
M-297,Day-15,0
M-297,Day-16,0
M-297,Day-17,0
M-297,Day-18,0
M-297,Day-19,0
M-297,Day-20,0
M-298,Day-01,0
