machine,day,production
M-301,Day-02,107
M-301,Day-03,116
M-301,Day-04,97
M-301,Day-05,100
M-301,Day-06,91
M-301,Day-07,116
M-301,Day-08,117
M-301,Day-09,111
M-301,Day-10,125
M-301,Day-11,97
M-301,Day-12,122
M-301,Day-13,121
M-301,Day-14,92
M-301,Day-15,103
M-301,Day-16,95
M-301,Day-17,124
M-301,Day-18,105
M-301,Day-19,111
M-301,Day-20,130
M-302,Day-01,59
M-302,Day-02,68
M-302,Day-03,80
M-302,Day-04,75
M-302,Day-05,76
M-302,Day-06,56
M-302,Day-07,79
M-302,Day-08,68
M-302,Day-09,72
M-302,Day-10,79
M-302,Day-11,57
M-302,Day-12,71
M-302,Day-13,75
M-302,Day-14,60
M-302,Day-15,73
M-302,Day-16,64
M-302,Day-17,80
M-302,Day-18,56
M-302,Day-19,56
M-302,Day-20,76
M-303,Day-01,103
M-303,Day-02,120
M-303,Day-03,120
M-303,Day-04,120
M-303,Day-05,105
M-303,Day-06,120
M-303,Day-07,116
M-303,Day-08,120
M-303,Day-09,120
M-303,Day-10,120
M-303,Day-11,120
M-303,Day-12,120
M-303,Day-13,94
M-303,Day-14,120
M-303,Day-15,96
M-303,Day-16,120
M-303,Day-17,120
M-303,Day-18,117
M-303,Day-19,97
M-303,Day-20,120
M-304,Day-01,101
M-304,Day-02,90
M-304,Day-03,114
M-304,Day-04,82
M-304,Day-05,103
M-304,Day-06,107
M-304,Day-07,82
M-304,Day-08,76
M-304,Day-09,88
M-304,Day-10,94
M-304,Day-11,100
M-304,Day-12,94
M-304,Day-13,83
M-304,Day-14,92
M-304,Day-15,98
M-304,Day-16,95
M-304,Day-17,101
M-304,Day-18,103
M-304,Day-19,108
M-304,Day-20,84
M-305,Day-01,82
M-305,Day-02,74
M-305,Day-03,69
M-305,Day-04,73
M-305,Day-05,80
M-305,Day-06,91
M-305,Day-07,80
M-305,Day-08,90
M-305,Day-09,81
M-305,Day-10,83
M-305,Day-11,69
M-305,Day-12,78
M-305,Day-13,78
M-305,Day-14,76
M-305,Day-15,71
M-305,Day-16,77
M-305,Day-17,89
M-305,Day-18,68
M-305,Day-19,73
M-305,Day-20,93
M-306,Day-01,69
M-306,Day-02,55
M-306,Day-03,63
M-306,Day-04,57
M-306,Day-05,68
M-306,Day-06,63
M-306,Day-07,64
M-306,Day-08,61
M-306,Day-09,70
M-306,Day-10,68
M-306,Day-11,54
M-306,Day-12,58
M-306,Day-13,51
M-306,Day-14,66
M-306,Day-15,76
M-306,Day-16,75
M-306,Day-17,72
M-306,Day-18,57
M-306,Day-19,51
M-306,Day-20,53
M-307,Day-01,71
M-307,Day-02,83
M-307,Day-03,77
M-307,Day-04,92
M-307,Day-05,71
M-307,Day-06,99
M-307,Day-07,69
M-307,Day-08,67
M-307,Day-09,72
M-307,Day-10,78
M-307,Day-11,98
M-307,Day-12,70
M-307,Day-13,83
M-307,Day-14,75
M-307,Day-15,80
M-307,Day-16,98
M-307,Day-17,79
M-307,Day-18,87
M-307,Day-19,82
M-307,Day-20,91
M-308,Day-01,85
M-308,Day-02,100
M-308,Day-03,106
M-308,Day-04,80
M-308,Day-05,88
M-308,Day-06,102
M-308,Day-07,102
M-308,Day-08,101
M-308,Day-09,98
M-308,Day-10,94
M-308,Day-11,111
M-308,Day-12,108
M-308,Day-13,98
M-308,Day-14,99
M-308,Day-15,115
M-308,Day-16,113
M-308,Day-17,94
M-308,Day-18,79
M-308,Day-19,105
M-308,Day-20,109
M-309,Day-01,126
M-309,Day-02,106
M-309,Day-03,99
M-309,Day-04,128
M-309,Day-05,103
M-309,Day-06,119
M-309,Day-07,125
M-309,Day-08,124
M-309,Day-09,114
M-309,Day-10,113
M-309,Day-11,118
M-309,Day-12,110
M-309,Day-13,105
M-309,Day-14,124
M-309,Day-15,112
M-309,Day-16,125
M-309,Day-17,140
M-309,Day-18,120
M-309,Day-19,99
M-309,Day-20,101
M-310,Day-01,65
M-310,Day-02,70
M-310,Day-03,75
M-310,Day-04,75
M-310,Day-05,80
M-310,Day-06,80
M-310,Day-07,80
M-310,Day-08,79
M-310,Day-09,80
M-310,Day-10,80
M-310,Day-11,64
M-310,Day-12,62
M-310,Day-13,74
M-310,Day-14,80
M-310,Day-15,80
M-310,Day-16,71
M-310,Day-17,72
M-310,Day-18,80
M-310,Day-19,78
M-310,Day-20,80
M-311,Day-01,80
M-311,Day-02,64
M-311,Day-03,87
M-311,Day-04,90
M-311,Day-05,72
M-311,Day-06,78
M-311,Day-07,84
M-311,Day-08,62
M-311,Day-09,81
M-311,Day-10,75
M-311,Day-11,63
M-311,Day-12,79
M-311,Day-13,90
M-311,Day-14,90
M-311,Day-15,68
M-311,Day-16,82
M-311,Day-17,71
M-311,Day-18,75
M-311,Day-19,69
M-311,Day-20,63
M-312,Day-01,57
M-312,Day-02,60
M-312,Day-03,80
M-312,Day-04,80
M-312,Day-05,78
M-312,Day-06,74
M-312,Day-07,78
M-312,Day-08,79
M-312,Day-09,63
M-312,Day-10,80
M-312,Day-11,65
M-312,Day-12,75
M-312,Day-13,66
M-312,Day-14,58
M-312,Day-15,70
M-312,Day-16,68
M-312,Day-17,72
M-312,Day-18,80
M-312,Day-19,61
M-312,Day-20,78
M-313,Day-01,100
M-313,Day-02,100
M-313,Day-03,100
M-313,Day-04,100
M-313,Day-05,100
M-313,Day-06,100
M-313,Day-07,87
M-313,Day-08,100
M-313,Day-09,80
M-313,Day-10,100
M-313,Day-11,100
M-313,Day-12,100
M-313,Day-13,96
M-313,Day-14,100
M-313,Day-15,100
M-313,Day-16,100
M-313,Day-17,100
M-313,Day-18,93
M-313,Day-19,100
M-313,Day-20,100
M-314,Day-01,69
M-314,Day-02,79
M-314,Day-03,68
M-314,Day-04,74
M-314,Day-05,79
M-314,Day-06,82
M-314,Day-07,57
M-314,Day-08,63
M-314,Day-09,66
M-314,Day-10,79
M-314,Day-11,78
M-314,Day-12,86
M-314,Day-13,74
M-314,Day-14,63
M-314,Day-15,71
M-314,Day-16,82
M-314,Day-17,69
M-314,Day-18,80
M-314,Day-19,71
M-314,Day-20,63
M-315,Day-01,88
M-315,Day-02,81
M-315,Day-03,73
M-315,Day-04,95
M-315,Day-05,74
M-315,Day-06,92
M-315,Day-07,96
M-315,Day-08,77
M-315,Day-09,93
M-315,Day-10,107
M-315,Day-11,107
M-315,Day-12,93
M-315,Day-13,108
M-315,Day-14,96
M-315,Day-15,76
M-315,Day-16,88
M-315,Day-17,100
M-315,Day-18,109
M-315,Day-19,95
M-315,Day-20,108
M-316,Day-01,115
M-316,Day-02,130
M-316,Day-03,109
M-316,Day-04,130
M-316,Day-05,109
M-316,Day-06,102
M-316,Day-07,102
M-316,Day-08,117
M-316,Day-09,130
M-316,Day-10,109
M-316,Day-11,130
M-316,Day-12,130
M-316,Day-13,124
M-316,Day-14,120
M-316,Day-15,118
M-316,Day-16,127
M-316,Day-17,130
M-316,Day-18,130
M-316,Day-19,101
M-316,Day-20,121
M-317,Day-01,96
M-317,Day-02,93
M-317,Day-03,104
M-317,Day-04,89
M-317,Day-05,80
M-317,Day-06,110
M-317,Day-07,110
M-317,Day-08,110
M-317,Day-09,109
M-317,Day-10,110
M-317,Day-11,97
M-317,Day-12,106
M-317,Day-13,103
M-317,Day-14,110
M-317,Day-15,80
M-317,Day-16,92
M-317,Day-17,104
M-317,Day-18,106
M-317,Day-19,110
M-317,Day-20,110
M-318,Day-01,100
M-318,Day-02,100
M-318,Day-03,100
M-318,Day-04,77
M-318,Day-05,93
M-318,Day-06,100
M-318,Day-07,100
M-318,Day-08,100
M-318,Day-09,100
M-318,Day-10,83
M-318,Day-11,100
M-318,Day-12,100
M-318,Day-13,83
M-318,Day-14,96
M-318,Day-15,100
M-318,Day-16,100
M-318,Day-17,88
M-318,Day-18,77
M-318,Day-19,95
M-318,Day-20,98
M-319,Day-01,70
M-319,Day-02,85
M-319,Day-03,71
M-319,Day-04,72
M-319,Day-05,79
M-319,Day-06,80
M-319,Day-07,81
M-319,Day-08,63
M-319,Day-09,61
M-319,Day-10,70
M-319,Day-11,71
M-319,Day-12,86
M-319,Day-13,88
M-319,Day-14,78
M-319,Day-15,77
M-319,Day-16,64
M-319,Day-17,74
M-319,Day-18,60
M-319,Day-19,76
M-319,Day-20,81
M-320,Day-01,83
M-320,Day-02,94
M-320,Day-03,98
M-320,Day-04,94
M-320,Day-05,91
M-320,Day-06,78
M-320,Day-07,90
M-320,Day-08,103
M-320,Day-09,91
M-320,Day-10,83
M-320,Day-11,75
M-320,Day-12,79
M-320,Day-13,96
M-320,Day-14,101
M-320,Day-15,78
M-320,Day-16,84
M-320,Day-17,102
M-320,Day-18,89
M-320,Day-19,93
M-320,Day-20,97
M-321,Day-01,92
M-321,Day-02,81
M-321,Day-03,98
M-321,Day-04,100
M-321,Day-05,100
M-321,Day-06,97
M-321,Day-07,100
M-321,Day-08,100
M-321,Day-09,100
M-321,Day-10,93
M-321,Day-11,100
M-321,Day-12,100
M-321,Day-13,100
M-321,Day-14,100
M-321,Day-15,98
M-321,Day-16,97
M-321,Day-17,100
M-321,Day-18,100
M-321,Day-19,93
M-321,Day-20,87
M-322,Day-01,77
M-322,Day-02,61
M-322,Day-03,58
M-322,Day-04,64
M-322,Day-05,62
M-322,Day-06,78
M-322,Day-07,69
M-322,Day-08,79
M-322,Day-09,76
M-322,Day-10,79
M-322,Day-11,76
M-322,Day-12,68
M-322,Day-13,55
M-322,Day-14,59
M-322,Day-15,76
M-322,Day-16,65
M-322,Day-17,58
M-322,Day-18,73
M-322,Day-19,69
M-322,Day-20,74
M-323,Day-01,106
M-323,Day-02,100
M-323,Day-03,130
M-323,Day-04,129
M-323,Day-05,130
M-323,Day-06,118
M-323,Day-07,110
M-323,Day-08,101
M-323,Day-09,118
M-323,Day-10,130
M-323,Day-11,130
M-323,Day-12,112
M-323,Day-13,130
M-323,Day-14,108
M-323,Day-15,130
M-323,Day-16,110
M-323,Day-17,130
M-323,Day-18,130
M-323,Day-19,113
M-323,Day-20,130
M-324,Day-01,73
M-324,Day-02,85
M-324,Day-03,57
M-324,Day-04,77
M-324,Day-05,62
M-324,Day-06,61
M-324,Day-07,57
M-324,Day-08,76
M-324,Day-09,68
M-324,Day-10,59
M-324,Day-11,73
M-324,Day-12,74
M-324,Day-13,63
M-324,Day-14,57
M-324,Day-15,84
M-324,Day-16,60
M-324,Day-17,62
M-324,Day-18,75
M-324,Day-19,69
M-324,Day-20,77
M-325,Day-01,65
M-325,Day-02,65
M-325,Day-03,80
M-325,Day-04,76
M-325,Day-05,74
M-325,Day-06,74
M-325,Day-07,75
M-325,Day-08,92
M-325,Day-09,86
M-325,Day-10,68
M-325,Day-11,85
M-325,Day-12,62
M-325,Day-13,67
M-325,Day-14,73
M-325,Day-15,70
M-325,Day-16,64
M-325,Day-17,79
M-325,Day-18,75
M-325,Day-19,72
M-325,Day-20,87
M-326,Day-01,150
M-326,Day-02,116
M-326,Day-03,150
M-326,Day-04,119
M-326,Day-05,120
M-326,Day-06,141
M-326,Day-07,149
M-326,Day-08,119
M-326,Day-09,119
M-326,Day-10,117
M-326,Day-11,150
M-326,Day-12,116
M-326,Day-13,116
M-326,Day-14,113
M-326,Day-15,146
M-326,Day-16,131
M-326,Day-17,128
M-326,Day-18,125
M-326,Day-19,115
M-326,Day-20,116
M-327,Day-01,76
M-327,Day-02,74
M-327,Day-03,56
M-327,Day-04,73
M-327,Day-05,60
M-327,Day-06,72
M-327,Day-07,70
M-327,Day-08,75
M-327,Day-09,56
M-327,Day-10,56
M-327,Day-11,74
M-327,Day-12,61
M-327,Day-13,73
M-327,Day-14,70
M-327,Day-15,61
M-327,Day-16,67
M-327,Day-17,62
M-327,Day-18,77
M-327,Day-19,68
M-327,Day-20,57
M-328,Day-01,110
M-328,Day-02,87
M-328,Day-03,99
M-328,Day-04,94
M-328,Day-05,91
M-328,Day-06,93
M-328,Day-07,97
M-328,Day-08,117
M-328,Day-09,96
M-328,Day-10,85
M-328,Day-11,105
M-328,Day-12,87
M-328,Day-13,107
M-328,Day-14,93
M-328,Day-15,93
M-328,Day-16,99
M-328,Day-17,81
M-328,Day-18,111
M-328,Day-19,110
M-328,Day-20,113
M-329,Day-01,71
M-329,Day-02,75
M-329,Day-03,73
M-329,Day-04,74
M-329,Day-05,68
M-329,Day-06,61
M-329,Day-07,79
M-329,Day-08,68
M-329,Day-09,58
M-329,Day-10,59
M-329,Day-11,83
M-329,Day-12,61
M-329,Day-13,83
M-329,Day-14,78
M-329,Day-15,66
M-329,Day-16,64
M-329,Day-17,83
M-329,Day-18,62
M-329,Day-19,83
M-329,Day-20,69
M-330,Day-01,107
M-330,Day-02,87
M-330,Day-03,103
M-330,Day-04,100
M-330,Day-05,103
M-330,Day-06,110
M-330,Day-07,91
M-330,Day-08,92
M-330,Day-09,84
M-330,Day-10,93
M-330,Day-11,107
M-330,Day-12,103
M-330,Day-13,109
M-330,Day-14,80
M-330,Day-15,87
M-330,Day-16,83
M-330,Day-17,110
M-330,Day-18,85
M-330,Day-19,93
M-330,Day-20,110
M-331,Day-01,72
M-331,Day-02,90
M-331,Day-03,90
M-331,Day-04,90
M-331,Day-05,70
M-331,Day-06,71
M-331,Day-07,89
M-331,Day-08,71
M-331,Day-09,79
M-331,Day-10,90
M-331,Day-11,90
M-331,Day-12,90
M-331,Day-13,71
M-331,Day-14,74
M-331,Day-15,90
M-331,Day-16,90
M-331,Day-17,79
M-331,Day-18,77
M-331,Day-19,74
M-331,Day-20,89
M-332,Day-01,100
M-332,Day-02,120
M-332,Day-03,85
M-332,Day-04,120
M-332,Day-05,104
M-332,Day-06,85
M-332,Day-07,96
M-332,Day-08,93
M-332,Day-09,120
M-332,Day-10,107
M-332,Day-11,95
M-332,Day-12,105
M-332,Day-13,105
M-332,Day-14,120
M-332,Day-15,99
M-332,Day-16,106
M-332,Day-17,117
M-332,Day-18,115
M-332,Day-19,87
M-332,Day-20,86
M-333,Day-01,123
M-333,Day-02,90
M-333,Day-03,100
M-333,Day-04,89
M-333,Day-05,124
M-333,Day-06,124
M-333,Day-07,110
M-333,Day-08,123
M-333,Day-09,102
M-333,Day-10,107
M-333,Day-11,87
M-333,Day-12,129
M-333,Day-13,117
M-333,Day-14,117
M-333,Day-15,100
M-333,Day-16,95
M-333,Day-17,112
M-333,Day-18,93
M-333,Day-19,108
M-333,Day-20,128
M-334,Day-01,90
M-334,Day-02,100
M-334,Day-03,72
M-334,Day-04,89
M-334,Day-05,95
M-334,Day-06,99
M-334,Day-07,73
M-334,Day-08,101
M-334,Day-09,76
M-334,Day-10,89
M-334,Day-11,94
M-334,Day-12,93
M-334,Day-13,88
M-334,Day-14,71
M-334,Day-15,82
M-334,Day-16,93
M-334,Day-17,74
M-334,Day-18,73
M-334,Day-19,101
M-334,Day-20,70
M-335,Day-01,89
M-335,Day-02,109
M-335,Day-03,106
M-335,Day-04,102
M-335,Day-05,92
M-335,Day-06,89
M-335,Day-07,108
M-335,Day-08,112
M-335,Day-09,88
M-335,Day-10,111
M-335,Day-11,112
M-335,Day-12,91
M-335,Day-13,120
M-335,Day-14,118
M-335,Day-15,87
M-335,Day-16,91
M-335,Day-17,89
M-335,Day-18,120
M-335,Day-19,120
M-335,Day-20,116
M-336,Day-01,120
M-336,Day-02,120
M-336,Day-03,116
M-336,Day-04,96
M-336,Day-05,89
M-336,Day-06,108
M-336,Day-07,120
M-336,Day-08,103
M-336,Day-09,120
M-336,Day-10,106
M-336,Day-11,113
M-336,Day-12,119
M-336,Day-13,106
M-336,Day-14,107
M-336,Day-15,117
M-336,Day-16,89
M-336,Day-17,95
M-336,Day-18,120
M-336,Day-19,102
M-336,Day-20,99
M-337,Day-01,120
M-337,Day-02,90
M-337,Day-03,102
M-337,Day-04,100
M-337,Day-05,120
M-337,Day-06,117
M-337,Day-07,110
M-337,Day-08,120
M-337,Day-09,104
M-337,Day-10,120
M-337,Day-11,120
M-337,Day-12,120
M-337,Day-13,90
M-337,Day-14,99
M-337,Day-15,120
M-337,Day-16,103
M-337,Day-17,120
M-337,Day-18,120
M-337,Day-19,120
M-337,Day-20,115
M-338,Day-01,113
M-338,Day-02,102
M-338,Day-03,95
M-338,Day-04,96
M-338,Day-05,92
M-338,Day-06,112
M-338,Day-07,93
M-338,Day-08,94
M-338,Day-09,91
M-338,Day-10,125
M-338,Day-11,114
M-338,Day-12,122
M-338,Day-13,111
M-338,Day-14,105
M-338,Day-15,90
M-338,Day-16,115
M-338,Day-17,107
M-338,Day-18,105
M-338,Day-19,112
M-338,Day-20,94
M-339,Day-01,125
M-339,Day-02,112
M-339,Day-03,140
M-339,Day-04,135
M-339,Day-05,110
M-339,Day-06,117
M-339,Day-07,140
M-339,Day-08,112
M-339,Day-09,111
M-339,Day-10,98
M-339,Day-11,99
M-339,Day-12,104
M-339,Day-13,127
M-339,Day-14,123
M-339,Day-15,123
M-339,Day-16,112
M-339,Day-17,124
M-339,Day-18,123
M-339,Day-19,122
M-339,Day-20,127
M-340,Day-01,113
M-340,Day-02,120
M-340,Day-03,102
M-340,Day-04,93
M-340,Day-05,108
M-340,Day-06,104
M-340,Day-07,117
M-340,Day-08,107
M-340,Day-09,93
M-340,Day-10,112
M-340,Day-11,101
M-340,Day-12,115
M-340,Day-13,98
M-340,Day-14,94
M-340,Day-15,115
M-340,Day-16,120
M-340,Day-17,111
M-340,Day-18,92
M-340,Day-19,97
M-340,Day-20,106
M-341,Day-01,93
M-341,Day-02,94
M-341,Day-03,97
M-341,Day-04,86
M-341,Day-05,92
M-341,Day-06,87
M-341,Day-07,90
M-341,Day-08,82
M-341,Day-09,93
M-341,Day-10,93
M-341,Day-11,86
M-341,Day-12,90
M-341,Day-13,100
M-341,Day-14,85
M-341,Day-15,92
M-341,Day-16,87
M-341,Day-17,94
M-341,Day-18,104
M-341,Day-19,103
M-341,Day-20,74
M-342,Day-01,99
M-342,Day-02,112
M-342,Day-03,107
M-342,Day-04,127
M-342,Day-05,122
M-342,Day-06,131
M-342,Day-07,121
M-342,Day-08,124
M-342,Day-09,104
M-342,Day-10,133
M-342,Day-11,97
M-342,Day-12,111
M-342,Day-13,130
M-342,Day-14,109
M-342,Day-15,101
M-342,Day-16,97
M-342,Day-17,133
M-342,Day-18,132
M-342,Day-19,125
M-342,Day-20,118
M-343,Day-01,111
M-343,Day-02,130
M-343,Day-03,119
M-343,Day-04,128
M-343,Day-05,130
M-343,Day-06,126
M-343,Day-07,130
M-343,Day-08,98
M-343,Day-09,130
M-343,Day-10,128
M-343,Day-11,130
M-343,Day-12,99
M-343,Day-13,116
M-343,Day-14,130
M-343,Day-15,121
M-343,Day-16,110
M-343,Day-17,114
M-343,Day-18,107
M-343,Day-19,127
M-343,Day-20,112
M-344,Day-01,59
M-344,Day-02,49
M-344,Day-03,54
M-344,Day-04,55
M-344,Day-05,49
M-344,Day-06,48
M-344,Day-07,55
M-344,Day-08,57
M-344,Day-09,59
M-344,Day-10,61
M-344,Day-11,52
M-344,Day-12,48
M-344,Day-13,45
M-344,Day-14,52
M-344,Day-15,50
M-344,Day-16,59
M-344,Day-17,46
M-344,Day-18,47
M-344,Day-19,67
M-344,Day-20,45
M-345,Day-01,82
M-345,Day-02,74
M-345,Day-03,65
M-345,Day-04,59
M-345,Day-05,70
M-345,Day-06,80
M-345,Day-07,75
M-345,Day-08,59
M-345,Day-09,82
M-345,Day-10,77
M-345,Day-11,67
M-345,Day-12,77
M-345,Day-13,78
M-345,Day-14,79
M-345,Day-15,65
M-345,Day-16,78
M-345,Day-17,72
M-345,Day-18,57
M-345,Day-19,63
M-345,Day-20,68
M-346,Day-01,78
M-346,Day-02,68
M-346,Day-03,62
M-346,Day-04,66
M-346,Day-05,61
M-346,Day-06,90
M-346,Day-07,79
M-346,Day-08,69
M-346,Day-09,78
M-346,Day-10,62
M-346,Day-11,64
M-346,Day-12,68
M-346,Day-13,81
M-346,Day-14,90
M-346,Day-15,78
M-346,Day-16,78
M-346,Day-17,89
M-346,Day-18,70
M-346,Day-19,78
M-346,Day-20,70
M-347,Day-01,90
M-347,Day-02,102
M-347,Day-03,87
M-347,Day-04,105
M-347,Day-05,97
M-347,Day-06,93
M-347,Day-07,103
M-347,Day-08,103
M-347,Day-09,80
M-347,Day-10,86
M-347,Day-11,87
M-347,Day-12,91
M-347,Day-13,87
M-347,Day-14,96
M-347,Day-15,84
M-347,Day-16,88
M-347,Day-17,99
M-347,Day-18,107
M-347,Day-19,92
M-347,Day-20,80
M-348,Day-01,78
M-348,Day-02,67
M-348,Day-03,66
M-348,Day-04,55
M-348,Day-05,64
M-348,Day-06,77
M-348,Day-07,79
M-348,Day-08,75
M-348,Day-09,57
M-348,Day-10,73
M-348,Day-11,78
M-348,Day-12,63
M-348,Day-13,72
M-348,Day-14,76
M-348,Day-15,61
M-348,Day-16,57
M-348,Day-17,60
M-348,Day-18,74
M-348,Day-19,60
M-348,Day-20,66
M-349,Day-01,96
M-349,Day-02,92
M-349,Day-03,94
M-349,Day-04,83
M-349,Day-05,90
M-349,Day-06,90
M-349,Day-07,100
M-349,Day-08,89
M-349,Day-09,96
M-349,Day-10,91
M-349,Day-11,90
M-349,Day-12,85
M-349,Day-13,100
M-349,Day-14,78
M-349,Day-15,100
M-349,Day-16,85
M-349,Day-17,100
M-349,Day-18,100
M-349,Day-19,86
M-349,Day-20,93
M-350,Day-01,80
M-350,Day-02,80
M-350,Day-03,78
M-350,Day-04,64
M-350,Day-05,80
M-350,Day-06,80
M-350,Day-07,74
M-350,Day-08,80
M-350,Day-09,71
M-350,Day-10,71
M-350,Day-11,75
M-350,Day-12,80
M-350,Day-13,69
M-350,Day-14,73
M-350,Day-15,80
M-350,Day-16,80
M-350,Day-17,65
M-350,Day-18,71
M-350,Day-19,74
M-350,Day-20,80
M-351,Day-01,96
M-351,Day-02,71
M-351,Day-03,87
M-351,Day-04,80
M-351,Day-05,68
M-351,Day-06,67
M-351,Day-07,80
M-351,Day-08,94
M-351,Day-09,77
M-351,Day-10,96
M-351,Day-11,74
M-351,Day-12,83
M-351,Day-13,89
M-351,Day-14,85
M-351,Day-15,87
M-351,Day-16,80
M-351,Day-17,85
M-351,Day-18,73
M-351,Day-19,87
M-351,Day-20,87
M-352,Day-01,70
M-352,Day-02,49
M-352,Day-03,53
M-352,Day-04,72
M-352,Day-05,49
M-352,Day-06,49
M-352,Day-07,59
M-352,Day-08,62
M-352,Day-09,65
M-352,Day-10,60
M-352,Day-11,50
M-352,Day-12,65
M-352,Day-13,69
M-352,Day-14,48
M-352,Day-15,73
M-352,Day-16,61
M-352,Day-17,54
M-352,Day-18,49
M-352,Day-19,60
M-352,Day-20,49
M-353,Day-01,130
M-353,Day-02,130
M-353,Day-03,122
M-353,Day-04,128
M-353,Day-05,124
M-353,Day-06,105
M-353,Day-07,130
M-353,Day-08,130
M-353,Day-09,99
M-353,Day-10,111
M-353,Day-11,122
M-353,Day-12,130
M-353,Day-13,102
M-353,Day-14,124
M-353,Day-15,130
M-353,Day-16,130
M-353,Day-17,123
M-353,Day-18,112
M-353,Day-19,101
M-353,Day-20,130
M-354,Day-01,93
M-354,Day-02,109
M-354,Day-03,99
M-354,Day-04,114
M-354,Day-05,120
M-354,Day-06,112
M-354,Day-07,120
M-354,Day-08,120
M-354,Day-09,113
M-354,Day-10,96
M-354,Day-11,112
M-354,Day-12,120
M-354,Day-13,96
M-354,Day-14,120
M-354,Day-15,102
M-354,Day-16,99
M-354,Day-17,120
M-354,Day-18,110
M-354,Day-19,120
M-354,Day-20,114
M-355,Day-01,120
M-355,Day-02,98
M-355,Day-03,103
M-355,Day-04,110
M-355,Day-05,87
M-355,Day-06,93
M-355,Day-07,94
M-355,Day-08,83
M-355,Day-09,100
M-355,Day-10,117
M-355,Day-11,106
M-355,Day-12,115
M-355,Day-13,120
M-355,Day-14,101
M-355,Day-15,83
M-355,Day-16,111
M-355,Day-17,115
M-355,Day-18,97
M-355,Day-19,116
M-355,Day-20,102
M-356,Day-01,95
M-356,Day-02,91
M-356,Day-03,81
M-356,Day-04,100
M-356,Day-05,98
M-356,Day-06,76
M-356,Day-07,70
M-356,Day-08,97
M-356,Day-09,75
M-356,Day-10,68
M-356,Day-11,100
M-356,Day-12,87
M-356,Day-13,93
M-356,Day-14,76
M-356,Day-15,90
M-356,Day-16,99
M-356,Day-17,69
M-356,Day-18,76
M-356,Day-19,69
M-356,Day-20,95
M-357,Day-01,122
M-357,Day-02,118
M-357,Day-03,123
M-357,Day-04,102
M-357,Day-05,127
M-357,Day-06,93
M-357,Day-07,114
M-357,Day-08,99
M-357,Day-09,102
M-357,Day-10,106
M-357,Day-11,130
M-357,Day-12,130
M-357,Day-13,125
M-357,Day-14,130
M-357,Day-15,130
M-357,Day-16,129
M-357,Day-17,130
M-357,Day-18,117
M-357,Day-19,130
M-357,Day-20,96
M-358,Day-01,124
M-358,Day-02,110
M-358,Day-03,110
M-358,Day-04,93
M-358,Day-05,110
M-358,Day-06,117
M-358,Day-07,99
M-358,Day-08,91
M-358,Day-09,91
M-358,Day-10,101
M-358,Day-11,94
M-358,Day-12,106
M-358,Day-13,110
M-358,Day-14,94
M-358,Day-15,125
M-358,Day-16,89
M-358,Day-17,127
M-358,Day-18,114
M-358,Day-19,102
M-358,Day-20,129
M-359,Day-01,67
M-359,Day-02,80
M-359,Day-03,80
M-359,Day-04,65
M-359,Day-05,80
M-359,Day-06,80
M-359,Day-07,76
M-359,Day-08,65
M-359,Day-09,69
M-359,Day-10,80
M-359,Day-11,77
M-359,Day-12,65
M-359,Day-13,75
M-359,Day-14,67
M-359,Day-15,66
M-359,Day-16,61
M-359,Day-17,77
M-359,Day-18,80
M-359,Day-19,79
M-359,Day-20,62
M-360,Day-01,121
M-360,Day-02,140
M-360,Day-03,134
M-360,Day-04,105
M-360,Day-05,138
M-360,Day-06,100
M-360,Day-07,140
M-360,Day-08,101
M-360,Day-09,137
M-360,Day-10,123
M-360,Day-11,131
M-360,Day-12,140
M-360,Day-13,123
M-360,Day-14,126
M-360,Day-15,122
M-360,Day-16,140
M-360,Day-17,107
M-360,Day-18,100
M-360,Day-19,119
M-360,Day-20,132
M-361,Day-01,66
M-361,Day-02,69
M-361,Day-03,61
M-361,Day-04,47
M-361,Day-05,50
M-361,Day-06,65
M-361,Day-07,62
M-361,Day-08,59
M-361,Day-09,62
M-361,Day-10,67
M-361,Day-11,54
M-361,Day-12,53
M-361,Day-13,56
M-361,Day-14,58
M-361,Day-15,69
M-361,Day-16,60
M-361,Day-17,53
M-361,Day-18,60
M-361,Day-19,55
M-361,Day-20,49
M-362,Day-01,124
M-362,Day-02,113
M-362,Day-03,134
M-362,Day-04,133
M-362,Day-05,129
M-362,Day-06,138
M-362,Day-07,140
M-362,Day-08,99
M-362,Day-09,140
M-362,Day-10,104
M-362,Day-11,134
M-362,Day-12,103
M-362,Day-13,116
M-362,Day-14,140
M-362,Day-15,116
M-362,Day-16,106
M-362,Day-17,140
M-362,Day-18,128
M-362,Day-19,99
M-362,Day-20,122
M-363,Day-01,116
M-363,Day-02,89
M-363,Day-03,130
M-363,Day-04,98
M-363,Day-05,130
M-363,Day-06,123
M-363,Day-07,97
M-363,Day-08,132
M-363,Day-09,130
M-363,Day-10,115
M-363,Day-11,113
M-363,Day-12,93
M-363,Day-13,132
M-363,Day-14,109
M-363,Day-15,96
M-363,Day-16,95
M-363,Day-17,124
M-363,Day-18,131
M-363,Day-19,130
M-363,Day-20,96
M-364,Day-01,93
M-364,Day-02,81
M-364,Day-03,91
M-364,Day-04,94
M-364,Day-05,91
M-364,Day-06,112
M-364,Day-07,79
M-364,Day-08,109
M-364,Day-09,111
M-364,Day-10,88
M-364,Day-11,77
M-364,Day-12,94
M-364,Day-13,87
